date,metal,price
1917-03-01,gold,20.67
1917-03-01,silver,0.84
1917-06-01,gold,20.67
1917-06-01,silver,0.84
1917-09-01,gold,20.67
1917-09-01,silver,0.90
1917-12-01,gold,20.67
1917-12-01,silver,0.90
1918-03-01,gold,20.67
1918-03-01,silver,0.98
1918-06-01,gold,20.67
1918-06-01,silver,0.98
1918-09-01,gold,20.67
1918-09-01,silver,1.02
1918-12-01,gold,20.67
1918-12-01,silver,1.02
1919-03-01,gold,20.67
1919-03-01,silver,1.34
1919-06-01,gold,20.67
1919-06-01,silver,1.34
1919-09-01,gold,20.67
1919-09-01,silver,1.12
1919-12-01,gold,20.67
1919-12-01,silver,1.12
1920-03-01,gold,20.67
1920-03-01,silver,1.02
1920-06-01,gold,20.67
1920-06-01,silver,1.02
1920-09-01,gold,20.67
1920-09-01,silver,0.66
1920-12-01,gold,20.67
1920-12-01,silver,0.66
1921-03-01,gold,20.67
1921-03-01,silver,0.66
1921-06-01,gold,20.67
1921-06-01,silver,0.66
1921-09-01,gold,20.67
1921-09-01,silver,0.63
1921-12-01,gold,20.67
1921-12-01,silver,0.63
1922-03-01,gold,20.67
1922-03-01,silver,0.64
1922-06-01,gold,20.67
1922-06-01,silver,0.64
1922-09-01,gold,20.67
1922-09-01,silver,0.68
1922-12-01,gold,20.67
1922-12-01,silver,0.68
1923-03-01,gold,20.67
1923-03-01,silver,0.65
1923-06-01,gold,20.67
1923-06-01,silver,0.65
1923-09-01,gold,20.67
1923-09-01,silver,0.65
1923-12-01,gold,20.67
1923-12-01,silver,0.65
1924-03-01,gold,20.67
1924-03-01,silver,0.67
1924-06-01,gold,20.67
1924-06-01,silver,0.67
1924-09-01,gold,20.67
1924-09-01,silver,0.69
1924-12-01,gold,20.67
1924-12-01,silver,0.69
1925-03-01,gold,20.67
1925-03-01,silver,0.69
1925-06-01,gold,20.67
1925-06-01,silver,0.69
1925-09-01,gold,20.67
1925-09-01,silver,0.69
1925-12-01,gold,20.67
1925-12-01,silver,0.69
1926-03-01,gold,20.67
1926-03-01,silver,0.62
1926-06-01,gold,20.67
1926-06-01,silver,0.62
1926-09-01,gold,20.67
1926-09-01,silver,0.54
1926-12-01,gold,20.67
1926-12-01,silver,0.54
1927-03-01,gold,20.67
1927-03-01,silver,0.57
1927-06-01,gold,20.67
1927-06-01,silver,0.57
1927-09-01,gold,20.67
1927-09-01,silver,0.58
1927-12-01,gold,20.67
1927-12-01,silver,0.58
1928-03-01,gold,20.67
1928-03-01,silver,0.58
1928-06-01,gold,20.67
1928-06-01,silver,0.58
1928-09-01,gold,20.67
1928-09-01,silver,0.58
1928-12-01,gold,20.67
1928-12-01,silver,0.58
1929-03-01,gold,20.67
1929-03-01,silver,0.53
1929-06-01,gold,20.67
1929-06-01,silver,0.53
1929-09-01,gold,20.67
1929-09-01,silver,0.49
1929-12-01,gold,20.67
1929-12-01,silver,0.49
1930-03-01,gold,20.67
1930-03-01,silver,0.38
1930-06-01,gold,20.67
1930-06-01,silver,0.38
1930-09-01,gold,20.67
1930-09-01,silver,0.33
1930-12-01,gold,20.67
1930-12-01,silver,0.33
1931-03-01,gold,20.67
1931-03-01,silver,0.30
1931-06-01,gold,20.67
1931-06-01,silver,0.30
1931-09-01,gold,20.67
1931-09-01,silver,0.29
1931-12-01,gold,20.67
1931-12-01,silver,0.29
1932-03-01,gold,20.67
1932-03-01,silver,0.25
1932-06-01,gold,20.67
1932-06-01,silver,0.25
1932-09-01,gold,20.67
1932-09-01,silver,0.28
1932-12-01,gold,20.67
1932-12-01,silver,0.28
1933-03-01,gold,20.67
1933-03-01,silver,0.35
1933-06-01,gold,20.67
1933-06-01,silver,0.35
1933-09-01,gold,34.06
1933-09-01,silver,0.44
1933-12-01,gold,32.32
1933-12-01,silver,0.44
1934-03-01,gold,34.06
1934-03-01,silver,0.48
1934-06-01,gold,34.06
1934-06-01,silver,0.48
1934-09-01,gold,35.00
1934-09-01,silver,0.54
1934-12-01,gold,35.00
1934-12-01,silver,0.54
1935-03-01,gold,35.00
1935-03-01,silver,0.64
1935-06-01,gold,35.00
1935-06-01,silver,0.64
1935-09-01,gold,35.00
1935-09-01,silver,0.58
1935-12-01,gold,35.00
1935-12-01,silver,0.58
1936-03-01,gold,35.00
1936-03-01,silver,0.45
1936-06-01,gold,35.00
1936-06-01,silver,0.45
1936-09-01,gold,35.00
1936-09-01,silver,0.45
1936-12-01,gold,35.00
1936-12-01,silver,0.45
1937-03-01,gold,35.00
1937-03-01,silver,0.45
1937-06-01,gold,35.00
1937-06-01,silver,0.45
1937-09-01,gold,35.00
1937-09-01,silver,0.44
1937-12-01,gold,35.00
1937-12-01,silver,0.44
1938-03-01,gold,35.00
1938-03-01,silver,0.43
1938-06-01,gold,35.00
1938-06-01,silver,0.43
1938-09-01,gold,35.00
1938-09-01,silver,0.43
1938-12-01,gold,35.00
1938-12-01,silver,0.43
1939-03-01,gold,35.00
1939-03-01,silver,0.39
1939-06-01,gold,35.00
1939-06-01,silver,0.39
1939-09-01,gold,35.00
1939-09-01,silver,0.35
1939-12-01,gold,35.00
1939-12-01,silver,0.35
1940-03-01,gold,34.75
1940-03-01,silver,0.35
1940-06-01,gold,34.75
1940-06-01,silver,0.35
1940-09-01,gold,34.10
1940-09-01,silver,0.35
1940-12-01,gold,34.50
1940-12-01,silver,0.35
1941-03-01,gold,34.50
1941-03-01,silver,0.35
1941-06-01,gold,34.25
1941-06-01,silver,0.35
1941-09-01,gold,35.50
1941-09-01,silver,0.35
1941-12-01,gold,35.50
1941-12-01,silver,0.35
1942-03-01,gold,35.50
1942-03-01,silver,0.38
1942-06-01,gold,35.00
1942-06-01,silver,0.38
1942-09-01,gold,36.25
1942-09-01,silver,0.45
1942-12-01,gold,35.50
1942-12-01,silver,0.45
1943-03-01,gold,35.50
1943-03-01,silver,0.45
1943-06-01,gold,35.50
1943-06-01,silver,0.45
1943-09-01,gold,36.50
1943-09-01,silver,0.45
1943-12-01,gold,36.50
1943-12-01,silver,0.45
1944-03-01,gold,36.50
1944-03-01,silver,0.45
1944-06-01,gold,36.75
1944-06-01,silver,0.45
1944-09-01,gold,36.00
1944-09-01,silver,0.45
1944-12-01,gold,36.25
1944-12-01,silver,0.45
1945-03-01,gold,36.25
1945-03-01,silver,0.52
1945-06-01,gold,36.25
1945-06-01,silver,0.52
1945-09-01,gold,38.25
1945-09-01,silver,0.71
1945-12-01,gold,37.25
1945-12-01,silver,0.71
1946-03-01,gold,37.75
1946-03-01,silver,0.80
1946-06-01,gold,37.75
1946-06-01,silver,0.80
1946-09-01,gold,39.50
1946-09-01,silver,0.87
1946-12-01,gold,38.25
1946-12-01,silver,0.87
1947-03-01,gold,38.25
1947-03-01,silver,0.75
1947-06-01,gold,37.50
1947-06-01,silver,0.75
1947-09-01,gold,43.25
1947-09-01,silver,0.72
1947-12-01,gold,43.00
1947-12-01,silver,0.72
1948-03-01,gold,43.00
1948-03-01,silver,0.70
1948-06-01,gold,43.25
1948-06-01,silver,0.70
1948-09-01,gold,41.50
1948-09-01,silver,0.74
1948-12-01,gold,42.00
1948-12-01,silver,0.74
1949-03-01,gold,42.00
1949-03-01,silver,0.72
1949-06-01,gold,42.50
1949-06-01,silver,0.72
1949-09-01,gold,40.50
1949-09-01,silver,0.73
1949-12-01,gold,40.50
1949-12-01,silver,0.73
1950-03-01,gold,40.50
1950-03-01,silver,0.74
1950-06-01,gold,41.50
1950-06-01,silver,0.74
1950-09-01,gold,36.50
1950-09-01,silver,0.80
1950-12-01,gold,40.25
1950-12-01,silver,0.80
1951-03-01,gold,40.25
1951-03-01,silver,0.88
1951-06-01,gold,44.00
1951-06-01,silver,0.88
1951-09-01,gold,40.00
1951-09-01,silver,0.89
1951-12-01,gold,40.00
1951-12-01,silver,0.89
1952-03-01,gold,40.00
1952-03-01,silver,0.85
1952-06-01,gold,40.75
1952-06-01,silver,0.85
1952-09-01,gold,38.15
1952-09-01,silver,0.83
1952-12-01,gold,38.70
1952-12-01,silver,0.83
1953-03-01,gold,38.70
1953-03-01,silver,0.85
1953-06-01,gold,39.25
1953-06-01,silver,0.85
1953-09-01,gold,35.25
1953-09-01,silver,0.85
1953-12-01,gold,35.50
1953-12-01,silver,0.85
1954-03-01,gold,35.50
1954-03-01,silver,0.85
1954-06-01,gold,35.50
1954-06-01,silver,0.85
1954-09-01,gold,35.25
1954-09-01,silver,0.85
1954-12-01,gold,35.25
1954-12-01,silver,0.85
1955-03-01,gold,35.25
1955-03-01,silver,0.89
1955-06-01,gold,35.25
1955-06-01,silver,0.89
1955-09-01,gold,35.15
1955-09-01,silver,0.91
1955-12-01,gold,35.15
1955-12-01,silver,0.91
1956-03-01,gold,35.15
1956-03-01,silver,0.91
1956-06-01,gold,35.15
1956-06-01,silver,0.91
1956-09-01,gold,35.20
1956-09-01,silver,0.91
1956-12-01,gold,35.20
1956-12-01,silver,0.91
1957-03-01,gold,35.20
1957-03-01,silver,0.91
1957-06-01,gold,35.15
1957-06-01,silver,0.91
1957-09-01,gold,35.25
1957-09-01,silver,0.90
1957-12-01,gold,35.25
1957-12-01,silver,0.90
1958-03-01,gold,35.25
1958-03-01,silver,0.89
1958-06-01,gold,35.25
1958-06-01,silver,0.89
1958-09-01,gold,35.25
1958-09-01,silver,0.90
1958-12-01,gold,35.25
1958-12-01,silver,0.90
1959-03-01,gold,35.25
1959-03-01,silver,0.91
1959-06-01,gold,35.25
1959-06-01,silver,0.91
1959-09-01,gold,35.25
1959-09-01,silver,0.91
1959-12-01,gold,35.25
1959-12-01,silver,0.91
1960-03-01,gold,35.25
1960-03-01,silver,0.91
1960-06-01,gold,35.20
1960-06-01,silver,0.91
1960-09-01,gold,36.50
1960-09-01,silver,0.91
1960-12-01,gold,36.50
1960-12-01,silver,0.91
1961-03-01,gold,36.50
1961-03-01,silver,0.92
1961-06-01,gold,36.50
1961-06-01,silver,0.92
1961-09-01,gold,35.15
1961-09-01,silver,1.03
1961-12-01,gold,35.50
1961-12-01,silver,1.03
1962-03-01,gold,35.50
1962-03-01,silver,1.09
1962-06-01,gold,35.50
1962-06-01,silver,1.09
1962-09-01,gold,35.20
1962-09-01,silver,1.20
1962-12-01,gold,35.35
1962-12-01,silver,1.20
1963-03-01,gold,35.35
1963-03-01,silver,1.28
1963-06-01,gold,35.42
1963-06-01,silver,1.28
1963-06-13,silver,1.29
1963-06-14,silver,1.29
1963-06-17,silver,1.29
1963-06-18,silver,1.29
1963-06-19,silver,1.29
1963-06-20,silver,1.29
1963-06-21,silver,1.29
1963-06-24,silver,1.29
1963-06-25,silver,1.29
1963-06-26,silver,1.29
1963-06-27,silver,1.29
1963-06-28,silver,1.30
1963-07-01,silver,1.31
1963-07-02,silver,1.30
1963-07-03,silver,1.31
1963-07-05,silver,1.31
1963-07-08,silver,1.31
1963-07-09,silver,1.31
1963-07-10,silver,1.31
1963-07-11,silver,1.31
1963-07-12,silver,1.31
1963-07-15,silver,1.31
1963-07-16,silver,1.31
1963-07-17,silver,1.31
1963-07-18,silver,1.31
1963-07-19,silver,1.30
1963-07-22,silver,1.30
1963-07-23,silver,1.30
1963-07-24,silver,1.30
1963-07-25,silver,1.30
1963-07-26,silver,1.30
1963-07-29,silver,1.30
1963-07-30,silver,1.30
1963-07-31,silver,1.30
1963-08-01,silver,1.30
1963-08-02,silver,1.30
1963-08-05,silver,1.30
1963-08-06,silver,1.29
1963-08-07,silver,1.29
1963-08-08,silver,1.29
1963-08-09,silver,1.29
1963-08-12,silver,1.29
1963-08-13,silver,1.29
1963-08-14,silver,1.29
1963-08-15,silver,1.30
1963-08-16,silver,1.30
1963-08-19,silver,1.29
1963-08-20,silver,1.29
1963-08-21,silver,1.29
1963-08-22,silver,1.30
1963-08-23,silver,1.30
1963-08-26,silver,1.30
1963-08-27,silver,1.30
1963-08-28,silver,1.30
1963-08-29,silver,1.30
1963-08-30,silver,1.30
1963-09-01,gold,35.25
1963-09-03,silver,1.29
1963-09-04,silver,1.30
1963-09-05,silver,1.30
1963-09-06,silver,1.30
1963-09-09,silver,1.30
1963-09-10,silver,1.30
1963-09-11,silver,1.30
1963-09-12,silver,1.29
1963-09-13,silver,1.29
1963-09-16,silver,1.29
1963-09-17,silver,1.29
1963-09-18,silver,1.29
1963-09-19,silver,1.29
1963-09-20,silver,1.29
1963-09-23,silver,1.29
1963-09-24,silver,1.29
1963-09-25,silver,1.29
1963-09-26,silver,1.29
1963-09-27,silver,1.29
1963-09-30,silver,1.29
1963-10-01,silver,1.29
1963-10-02,silver,1.29
1963-10-03,silver,1.29
1963-10-04,silver,1.29
1963-10-07,silver,1.29
1963-10-08,silver,1.29
1963-10-09,silver,1.29
1963-10-10,silver,1.29
1963-10-11,silver,1.29
1963-10-14,silver,1.29
1963-10-15,silver,1.29
1963-10-16,silver,1.29
1963-10-17,silver,1.29
1963-10-18,silver,1.29
1963-10-21,silver,1.29
1963-10-22,silver,1.29
1963-10-23,silver,1.29
1963-10-24,silver,1.29
1963-10-25,silver,1.29
1963-10-28,silver,1.29
1963-10-29,silver,1.29
1963-10-30,silver,1.29
1963-10-31,silver,1.29
1963-11-01,silver,1.29
1963-11-04,silver,1.29
1963-11-06,silver,1.29
1963-11-07,silver,1.29
1963-11-08,silver,1.29
1963-11-11,silver,1.29
1963-11-12,silver,1.29
1963-11-13,silver,1.29
1963-11-14,silver,1.29
1963-11-15,silver,1.29
1963-11-18,silver,1.29
1963-11-19,silver,1.29
1963-11-20,silver,1.29
1963-11-21,silver,1.29
1963-11-22,silver,1.29
1963-11-26,silver,1.29
1963-11-27,silver,1.29
1963-11-29,silver,1.29
1963-12-01,gold,35.25
1963-12-02,silver,1.29
1963-12-03,silver,1.29
1963-12-04,silver,1.29
1963-12-05,silver,1.29
1963-12-06,silver,1.29
1963-12-09,silver,1.29
1963-12-10,silver,1.29
1963-12-11,silver,1.29
1963-12-12,silver,1.29
1963-12-13,silver,1.29
1963-12-16,silver,1.29
1963-12-17,silver,1.29
1963-12-18,silver,1.29
1963-12-19,silver,1.29
1963-12-20,silver,1.29
1963-12-23,silver,1.29
1963-12-24,silver,1.29
1963-12-26,silver,1.29
1963-12-27,silver,1.29
1963-12-30,silver,1.29
1963-12-31,silver,1.29
1964-01-02,silver,1.29
1964-01-03,silver,1.29
1964-01-06,silver,1.29
1964-01-07,silver,1.29
1964-01-08,silver,1.29
1964-01-09,silver,1.29
1964-01-10,silver,1.29
1964-01-13,silver,1.29
1964-01-14,silver,1.29
1964-01-15,silver,1.29
1964-01-16,silver,1.29
1964-01-17,silver,1.29
1964-01-20,silver,1.29
1964-01-21,silver,1.29
1964-01-22,silver,1.29
1964-01-23,silver,1.29
1964-01-24,silver,1.29
1964-01-27,silver,1.29
1964-01-28,silver,1.29
1964-01-29,silver,1.29
1964-01-30,silver,1.29
1964-01-31,silver,1.29
1964-02-03,silver,1.29
1964-02-04,silver,1.29
1964-02-05,silver,1.30
1964-02-06,silver,1.30
1964-02-07,silver,1.29
1964-02-10,silver,1.30
1964-02-11,silver,1.30
1964-02-12,silver,1.30
1964-02-13,silver,1.30
1964-02-14,silver,1.30
1964-02-17,silver,1.30
1964-02-18,silver,1.30
1964-02-19,silver,1.30
1964-02-20,silver,1.30
1964-02-24,silver,1.30
1964-02-25,silver,1.30
1964-02-26,silver,1.30
1964-02-27,silver,1.30
1964-02-28,silver,1.30
1964-03-01,gold,35.25
1964-03-02,silver,1.30
1964-03-03,silver,1.30
1964-03-04,silver,1.30
1964-03-05,silver,1.30
1964-03-06,silver,1.30
1964-03-09,silver,1.30
1964-03-10,silver,1.30
1964-03-11,silver,1.30
1964-03-12,silver,1.30
1964-03-13,silver,1.30
1964-03-16,silver,1.30
1964-03-17,silver,1.30
1964-03-18,silver,1.30
1964-03-19,silver,1.30
1964-03-20,silver,1.30
1964-03-23,silver,1.31
1964-03-24,silver,1.31
1964-03-25,silver,1.31
1964-03-26,silver,1.31
1964-03-30,silver,1.32
1964-03-31,silver,1.33
1964-04-01,silver,1.33
1964-04-02,silver,1.32
1964-04-03,silver,1.31
1964-04-06,silver,1.31
1964-04-07,silver,1.31
1964-04-08,silver,1.31
1964-04-09,silver,1.31
1964-04-10,silver,1.31
1964-04-13,silver,1.31
1964-04-14,silver,1.31
1964-04-15,silver,1.30
1964-04-16,silver,1.30
1964-04-17,silver,1.30
1964-04-20,silver,1.30
1964-04-21,silver,1.30
1964-04-22,silver,1.30
1964-04-23,silver,1.30
1964-04-24,silver,1.30
1964-04-27,silver,1.30
1964-04-28,silver,1.30
1964-04-29,silver,1.30
1964-04-30,silver,1.30
1964-05-01,silver,1.30
1964-05-04,silver,1.30
1964-05-05,silver,1.30
1964-05-06,silver,1.30
1964-05-07,silver,1.30
1964-05-08,silver,1.30
1964-05-11,silver,1.30
1964-05-12,silver,1.30
1964-05-13,silver,1.30
1964-05-14,silver,1.30
1964-05-15,silver,1.30
1964-05-18,silver,1.30
1964-05-19,silver,1.30
1964-05-20,silver,1.30
1964-05-21,silver,1.30
1964-05-22,silver,1.30
1964-05-25,silver,1.30
1964-05-26,silver,1.30
1964-05-27,silver,1.30
1964-05-28,silver,1.30
1964-06-01,gold,35.25
1964-06-01,silver,1.30
1964-06-02,silver,1.30
1964-06-03,silver,1.30
1964-06-04,silver,1.30
1964-06-05,silver,1.30
1964-06-08,silver,1.30
1964-06-09,silver,1.30
1964-06-10,silver,1.30
1964-06-11,silver,1.30
1964-06-12,silver,1.30
1964-06-15,silver,1.30
1964-06-16,silver,1.30
1964-06-17,silver,1.30
1964-06-18,silver,1.30
1964-06-19,silver,1.30
1964-06-22,silver,1.30
1964-06-23,silver,1.30
1964-06-24,silver,1.30
1964-06-25,silver,1.30
1964-06-26,silver,1.30
1964-06-29,silver,1.30
1964-06-30,silver,1.30
1964-07-01,silver,1.30
1964-07-02,silver,1.30
1964-07-06,silver,1.30
1964-07-07,silver,1.30
1964-07-08,silver,1.30
1964-07-09,silver,1.30
1964-07-10,silver,1.31
1964-07-13,silver,1.31
1964-07-14,silver,1.31
1964-07-15,silver,1.30
1964-07-16,silver,1.30
1964-07-17,silver,1.30
1964-07-20,silver,1.30
1964-07-21,silver,1.30
1964-07-22,silver,1.30
1964-07-23,silver,1.30
1964-07-24,silver,1.30
1964-07-27,silver,1.30
1964-07-28,silver,1.30
1964-07-29,silver,1.30
1964-07-30,silver,1.31
1964-07-31,silver,1.30
1964-08-03,silver,1.30
1964-08-04,silver,1.30
1964-08-05,silver,1.30
1964-08-06,silver,1.30
1964-08-07,silver,1.30
1964-08-10,silver,1.30
1964-08-11,silver,1.30
1964-08-12,silver,1.30
1964-08-13,silver,1.30
1964-08-14,silver,1.31
1964-08-17,silver,1.31
1964-08-18,silver,1.30
1964-08-19,silver,1.30
1964-08-20,silver,1.30
1964-08-21,silver,1.30
1964-08-24,silver,1.30
1964-08-25,silver,1.30
1964-08-26,silver,1.30
1964-08-27,silver,1.30
1964-08-28,silver,1.30
1964-08-31,silver,1.30
1964-09-01,gold,35.35
1964-09-01,silver,1.30
1964-09-02,silver,1.30
1964-09-03,silver,1.30
1964-09-04,silver,1.30
1964-09-08,silver,1.30
1964-09-09,silver,1.31
1964-09-10,silver,1.31
1964-09-11,silver,1.35
1964-09-14,silver,1.36
1964-09-15,silver,1.35
1964-09-16,silver,1.35
1964-09-17,silver,1.36
1964-09-18,silver,1.37
1964-09-21,silver,1.38
1964-09-22,silver,1.38
1964-09-23,silver,1.37
1964-09-24,silver,1.36
1964-09-25,silver,1.36
1964-09-28,silver,1.37
1964-09-29,silver,1.37
1964-09-30,silver,1.36
1964-10-01,silver,1.36
1964-10-02,silver,1.36
1964-10-05,silver,1.36
1964-10-06,silver,1.36
1964-10-07,silver,1.36
1964-10-08,silver,1.36
1964-10-09,silver,1.35
1964-10-12,silver,1.36
1964-10-13,silver,1.35
1964-10-14,silver,1.35
1964-10-15,silver,1.35
1964-10-16,silver,1.35
1964-10-19,silver,1.36
1964-10-20,silver,1.36
1964-10-21,silver,1.35
1964-10-22,silver,1.35
1964-10-23,silver,1.35
1964-10-26,silver,1.35
1964-10-27,silver,1.35
1964-10-28,silver,1.34
1964-10-29,silver,1.34
1964-10-30,silver,1.34
1964-11-02,silver,1.34
1964-11-04,silver,1.34
1964-11-05,silver,1.34
1964-11-06,silver,1.34
1964-11-09,silver,1.35
1964-11-10,silver,1.36
1964-11-12,silver,1.36
1964-11-13,silver,1.37
1964-11-16,silver,1.36
1964-11-17,silver,1.36
1964-11-18,silver,1.36
1964-11-19,silver,1.36
1964-11-20,silver,1.36
1964-11-23,silver,1.35
1964-11-24,silver,1.35
1964-11-25,silver,1.35
1964-11-27,silver,1.35
1964-11-30,silver,1.35
1964-12-01,gold,35.35
1964-12-01,silver,1.35
1964-12-02,silver,1.35
1964-12-03,silver,1.35
1964-12-04,silver,1.35
1964-12-07,silver,1.35
1964-12-08,silver,1.35
1964-12-09,silver,1.35
1964-12-10,silver,1.35
1964-12-11,silver,1.35
1964-12-14,silver,1.35
1964-12-15,silver,1.35
1964-12-16,silver,1.35
1964-12-17,silver,1.35
1964-12-18,silver,1.35
1964-12-21,silver,1.35
1964-12-22,silver,1.35
1964-12-23,silver,1.35
1964-12-28,silver,1.36
1964-12-29,silver,1.36
1964-12-30,silver,1.37
1964-12-31,silver,1.36
1965-01-04,silver,1.36
1965-01-05,silver,1.36
1965-01-06,silver,1.36
1965-01-07,silver,1.36
1965-01-08,silver,1.36
1965-01-11,silver,1.36
1965-01-12,silver,1.36
1965-01-13,silver,1.36
1965-01-14,silver,1.36
1965-01-15,silver,1.35
1965-01-18,silver,1.35
1965-01-19,silver,1.35
1965-01-20,silver,1.35
1965-01-21,silver,1.35
1965-01-22,silver,1.35
1965-01-25,silver,1.35
1965-01-26,silver,1.34
1965-01-27,silver,1.34
1965-01-28,silver,1.34
1965-01-29,silver,1.34
1965-02-01,silver,1.34
1965-02-02,silver,1.33
1965-02-03,silver,1.33
1965-02-04,silver,1.33
1965-02-05,silver,1.33
1965-02-08,silver,1.33
1965-02-09,silver,1.33
1965-02-10,silver,1.33
1965-02-11,silver,1.33
1965-02-15,silver,1.33
1965-02-16,silver,1.33
1965-02-17,silver,1.33
1965-02-18,silver,1.33
1965-02-19,silver,1.33
1965-02-23,silver,1.33
1965-02-24,silver,1.33
1965-02-25,silver,1.32
1965-02-26,silver,1.32
1965-03-01,gold,35.35
1965-03-01,silver,1.32
1965-03-02,silver,1.32
1965-03-03,silver,1.32
1965-03-04,silver,1.32
1965-03-05,silver,1.32
1965-03-08,silver,1.33
1965-03-09,silver,1.33
1965-03-10,silver,1.33
1965-03-11,silver,1.32
1965-03-12,silver,1.32
1965-03-15,silver,1.32
1965-03-16,silver,1.32
1965-03-17,silver,1.32
1965-03-18,silver,1.32
1965-03-19,silver,1.32
1965-03-22,silver,1.32
1965-03-23,silver,1.32
1965-03-24,silver,1.32
1965-03-25,silver,1.32
1965-03-26,silver,1.32
1965-03-29,silver,1.32
1965-03-30,silver,1.32
1965-03-31,silver,1.32
1965-04-01,silver,1.32
1965-04-02,silver,1.31
1965-04-05,silver,1.32
1965-04-06,silver,1.31
1965-04-07,silver,1.31
1965-04-08,silver,1.32
1965-04-09,silver,1.33
1965-04-12,silver,1.32
1965-04-13,silver,1.32
1965-04-14,silver,1.32
1965-04-15,silver,1.35
1965-04-19,silver,1.35
1965-04-20,silver,1.35
1965-04-21,silver,1.35
1965-04-22,silver,1.35
1965-04-23,silver,1.35
1965-04-26,silver,1.35
1965-04-27,silver,1.35
1965-04-28,silver,1.35
1965-04-29,silver,1.35
1965-04-30,silver,1.32
1965-05-03,silver,1.34
1965-05-04,silver,1.34
1965-05-05,silver,1.34
1965-05-06,silver,1.33
1965-05-07,silver,1.33
1965-05-10,silver,1.33
1965-05-11,silver,1.33
1965-05-12,silver,1.33
1965-05-13,silver,1.34
1965-05-14,silver,1.33
1965-05-17,silver,1.33
1965-05-18,silver,1.33
1965-05-19,silver,1.33
1965-05-20,silver,1.33
1965-05-21,silver,1.33
1965-05-24,silver,1.33
1965-05-25,silver,1.33
1965-05-26,silver,1.33
1965-05-27,silver,1.33
1965-05-28,silver,1.34
1965-06-01,gold,35.25
1965-06-01,silver,1.31
1965-06-02,silver,1.30
1965-06-03,silver,1.32
1965-06-04,silver,1.29
1965-06-07,silver,1.28
1965-06-08,silver,1.28
1965-06-09,silver,1.29
1965-06-10,silver,1.31
1965-06-11,silver,1.31
1965-06-14,silver,1.32
1965-06-15,silver,1.32
1965-06-16,silver,1.31
1965-06-17,silver,1.31
1965-06-18,silver,1.31
1965-06-21,silver,1.31
1965-06-22,silver,1.30
1965-06-23,silver,1.30
1965-06-24,silver,1.29
1965-06-25,silver,1.30
1965-06-28,silver,1.30
1965-06-29,silver,1.30
1965-06-30,silver,1.30
1965-07-01,silver,1.30
1965-07-02,silver,1.29
1965-07-06,silver,1.30
1965-07-07,silver,1.29
1965-07-08,silver,1.29
1965-07-09,silver,1.29
1965-07-12,silver,1.29
1965-07-13,silver,1.29
1965-07-14,silver,1.29
1965-07-15,silver,1.30
1965-07-16,silver,1.30
1965-07-19,silver,1.30
1965-07-20,silver,1.30
1965-07-21,silver,1.29
